date,well_name,hover_open,pressure_down,temperature_down,chock_size,pressure_top,temprature_top,chocke_pressure,oil,gas,water,water_i,FLOW_KIND
2014-01-12,NO 15/9-F-15 D,0.0,303.7471,98.70123,1.1817527083333332,20.21224,8.39574,20.14602,0.0,0.0,0.0,,production
2014-01-13,NO 15/9-F-15 D,0.0,303.95541,98.73383,1.1970647916666666,23.26036,6.32764,23.18902,0.0,0.0,0.0,,production
2014-01-14,NO 15/9-F-15 D,0.0,303.37705,98.79177,1.12513625,21.34714,6.82993,21.27468,0.0,0.0,0.0,,production
2014-01-15,NO 15/9-F-15 D,0.0,304.40504,98.10242,2.6102125,31.87549,7.68681,27.09435,0.0,0.0,0.0,,production
2014-01-16,NO 15/9-F-15 D,24.0,241.77085787234043,104.89894425531915,8.660589583333334,55.87074638297872,16.900087659574467,27.966258510638298,351.05,52394.9,0.0,,production
2014-01-17,NO 15/9-F-15 D,24.0,213.85184404255318,106.29272936170213,9.470373125,51.637985744680854,22.362967234042554,22.346975531914893,485.34,72058.82,0.0,,production
2014-01-18,NO 15/9-F-15 D,24.0,206.614838125,106.37527895833334,9.687737708333334,48.68913666666667,22.230420625,19.858915416666665,513.12,77600.88,0.0,,production
2014-01-19,NO 15/9-F-15 D,24.0,203.074779375,106.39221,9.730941666666666,46.56500270833333,20.959422291666666,18.043991458333334,497.55,72928.16,0.0,,production
2014-01-20,NO 15/9-F-15 D,24.0,203.9806129787234,106.31692085106383,9.401241875,46.87022063829787,21.19355936170213,18.355369574468085,469.59,67199.15,0.0,,production
2014-01-21,NO 15/9-F-15 D,24.0,201.56783208333334,106.334635,9.581254583333333,45.855265833333334,22.554590416666667,17.349328958333334,479.09,68123.46,0.0,,production
2014-01-22,NO 15/9-F-15 D,24.0,199.66616854166668,106.34316791666667,9.535895416666667,44.998643333333334,22.470558125,16.499835625,495.13,69287.43,0.0,,production
2014-01-23,NO 15/9-F-15 D,24.0,200.19240416666668,106.29650208333334,9.414595208333333,45.135226875,23.343975208333333,16.587400625,430.23,60809.77,0.0,,production
2014-01-24,NO 15/9-F-15 D,24.0,200.63757916666665,106.26754395833333,9.400358541666666,45.204940625,22.776149166666666,16.686859791666667,409.09,58874.59,0.0,,production
2014-01-25,NO 15/9-F-15 D,24.0,200.993388125,106.24757270833334,9.358247083333334,45.247688958333335,26.750426666666666,16.7061725,443.84,65515.4,0.0,,production
2014-01-26,NO 15/9-F-15 D,24.0,200.4885375,106.257081875,9.375728333333333,45.021914375,24.839793958333335,16.486470833333332,360.8,51613.55,0.0,,production
2014-01-27,NO 15/9-F-15 D,24.0,200.17637395833333,106.261215625,9.40478125,44.840778125,20.16071833333333,16.257222083333332,362.03,49963.0,0.0,,production
2014-01-28,NO 15/9-F-15 D,24.0,201.55317458333334,106.213475625,9.34953125,45.23752125,21.593717291666668,16.700559583333334,377.77,54599.85,0.0,,production
2014-01-29,NO 15/9-F-15 D,8.14167,200.49572104027797,106.26750720190084,4.616851041666667,44.50436669350391,22.07002276561197,16.145586949090298,0.0,0.0,0.0,,production
2014-01-31,NO 15/9-F-15 D,19.775,212.3805422756005,105.59882037926675,3.84505375,49.852594715549934,17.897985297092287,20.448241491782554,0.0,0.0,0.0,,production
2014-02-01,NO 15/9-F-15 D,24.0,200.39694,106.32641166666667,4.168392291666667,45.23058916666667,21.420841458333335,15.864593125,356.46,54305.49,0.0,,production
2014-02-02,NO 15/9-F-15 D,24.0,200.858843125,106.334010625,3.7422702083333332,45.46882645833333,27.256154166666665,16.132748958333334,338.4,50474.03,0.0,,production
2014-02-03,NO 15/9-F-15 D,24.0,200.12807520833334,106.36133916666667,3.700244166666667,45.19877770833333,27.990312291666665,15.88680125,336.0,49831.35,0.0,,production
2014-02-04,NO 15/9-F-15 D,24.0,199.892765,106.36752458333333,3.6019454166666667,45.065643125,25.6518825,15.767951458333334,325.52,48305.93,0.0,,production
2014-02-05,NO 15/9-F-15 D,24.0,200.06418145833334,106.36318291666667,3.44367375,45.062783125,24.855990833333333,15.651146875,312.16,46243.99,0.0,,production
2014-02-06,NO 15/9-F-15 D,7.875,201.7136277777778,106.33443793650794,1.9830622916666667,45.11300619047619,23.01577349206349,13.978302698412698,117.66,18016.4,0.0,,production
2014-02-08,NO 15/9-F-15 D,21.94167,218.03792609174232,105.66641611519543,3.0442360416666667,52.933096210712314,21.40113041932542,23.856783064110434,381.23,55852.04,0.0,,production
2014-02-09,NO 15/9-F-15 D,24.0,200.95128395833333,106.43188083333334,4.865123333333333,45.72505520833333,27.181182291666666,16.38310583333333,373.59,56014.72,0.0,,production
2014-02-10,NO 15/9-F-15 D,12.0,205.63507097197154,106.08563944728719,5.091690833333334,47.10438288334026,26.717520202355246,17.149805187127946,334.24,53596.15,0.0,,production
2014-02-11,NO 15/9-F-15 D,15.39167,200.27358331126513,106.45716559909354,4.161076666666666,44.891356937077006,29.053514838136472,14.745877413860875,262.69,42216.21,0.0,,production
2014-02-12,NO 15/9-F-15 D,23.275,210.4263482491944,106.00057378088077,3.617795625,48.982437046186895,24.66243558539205,18.253570998925888,334.29,50976.28,0.0,,production
2014-02-13,NO 15/9-F-15 D,24.0,199.808958125,106.47624333333333,3.9589795833333334,45.09283895833333,25.794924375,15.595667708333334,369.51,55984.34,0.0,,production
2014-02-14,NO 15/9-F-15 D,24.0,199.951508125,106.46725583333334,3.667383958333333,45.145381875,29.193689166666665,15.776161875,348.32,52646.72,0.0,,production
2014-02-15,NO 15/9-F-15 D,24.0,199.247756875,106.48049125,3.599477708333333,44.84640104166667,28.017546875,15.844426041666667,337.97,50820.51,0.0,,production
2014-02-16,NO 15/9-F-15 D,24.0,200.85271666666668,106.43135791666667,3.2386445833333335,45.330683541666666,31.097239791666667,15.980713958333334,308.48,46421.56,0.0,,production
2014-02-17,NO 15/9-F-15 D,24.0,200.86461520833333,106.43295395833333,3.224255,45.277172916666665,33.2395225,15.9406375,262.46,40059.75,0.0,,production
2014-02-18,NO 15/9-F-15 D,11.16667,208.11281397250926,105.98383916326891,2.864869166666667,45.06158626894141,29.001641566563713,15.611102735837989,134.26,21255.34,0.0,,production
2014-02-19,NO 15/9-F-15 D,24.0,203.093820625,106.299145625,3.5141120833333335,45.637731875,28.963912708333332,16.036497916666665,301.33,45778.83,0.0,,production
2014-02-20,NO 15/9-F-15 D,24.0,199.764593125,106.455890625,3.2550566666666665,44.504931666666664,26.18108125,14.909799166666666,281.26,42584.03,0.0,,production
2014-02-21,NO 15/9-F-15 D,24.0,200.71180291666667,106.44118083333333,2.989846875,45.11157729166667,27.704847916666665,15.519807291666666,255.93,38815.66,0.0,,production
2014-02-22,NO 15/9-F-15 D,24.0,201.18107333333333,106.42929625,2.8695320833333335,45.293704375,28.3495125,15.717598125,252.46,38050.15,0.0,,production
2014-02-23,NO 15/9-F-15 D,24.0,200.95318458333333,106.441115,2.9197922916666665,45.1832575,27.96166291666667,15.642391458333334,250.86,38162.15,0.0,,production
2014-02-24,NO 15/9-F-15 D,24.0,200.59954791666667,106.44462375,2.9129672916666665,45.14168541666667,29.162528958333333,15.611674166666667,278.48,42001.67,0.0,,production
2014-02-25,NO 15/9-F-15 D,24.0,199.22628104166665,105.76786708333333,2.8791364583333334,44.95758979166666,27.429083125,15.42560375,268.59,40627.09,0.0,,production
2014-02-26,NO 15/9-F-15 D,24.0,200.61010833333333,106.43321875,2.8460875,45.06251375,28.2599475,15.528678333333334,265.37,39984.31,0.0,,production
2014-02-27,NO 15/9-F-15 D,24.0,200.17543020833332,106.442055,2.8090641666666665,44.835163333333334,28.185726041666666,15.308560208333333,259.99,39351.01,0.0,,production
2014-02-28,NO 15/9-F-15 D,24.0,200.53952916666665,106.42807395833333,2.67102875,44.91222041666666,30.972260625,15.39381875,251.09,37808.18,0.0,,production
2014-03-01,NO 15/9-F-15 D,24.0,200.09674916666665,106.437318125,2.6437039583333335,44.87592583333333,29.776747291666666,15.333023125,242.16,36588.75,0.0,,production
2014-03-02,NO 15/9-F-15 D,24.0,199.96521854166667,106.44109979166667,2.617455,44.866493541666664,26.78154375,15.171215208333333,239.92,36666.03,0.0,,production
2014-03-03,NO 15/9-F-15 D,24.0,199.91585574468084,106.4424270212766,2.4646272916666665,44.87951553191489,25.180819361702127,15.366482340425533,236.48,35871.22,0.0,,production
2014-03-04,NO 15/9-F-15 D,24.0,200.341785625,106.43325229166666,2.4385252083333335,44.934556875,28.074760833333332,15.442042083333334,226.36,34427.49,0.0,,production
2014-03-05,NO 15/9-F-15 D,24.0,200.15247,106.45638333333333,2.368876875,44.7314975,30.497298541666666,15.257360833333333,232.62,35215.12,0.0,,production
2014-03-06,NO 15/9-F-15 D,24.0,200.40172041666668,106.44988354166667,2.3387191666666665,44.53069645833333,29.602959375,15.073222083333333,230.65,34643.7,0.0,,production
2014-03-07,NO 15/9-F-15 D,24.0,200.11596854166666,106.46287125,2.410869583333333,44.178285625,29.780717708333334,14.707312916666666,231.96,35344.67,0.0,,production
2014-03-08,NO 15/9-F-15 D,24.0,200.21648375,106.46862395833334,2.4029683333333334,44.256259791666665,28.849985833333335,15.108620625,229.4,34326.13,0.0,,production
2014-03-09,NO 15/9-F-15 D,24.0,201.23333708333334,106.43893770833333,2.368655208333333,44.44816041666667,30.238466666666667,14.973675833333333,227.01,34067.15,0.0,,production
2014-03-10,NO 15/9-F-15 D,24.0,200.41839458333334,106.46877083333334,2.5357525,44.08694729166667,33.98358125,14.613676041666666,261.49,39365.9,0.0,,production
2014-03-11,NO 15/9-F-15 D,24.0,200.079641875,106.47910604166667,2.5921908333333334,44.030691041666664,33.00251958333333,14.566216458333333,264.28,39733.92,0.0,,production
2014-03-12,NO 15/9-F-15 D,24.0,199.93601729166667,106.48061875,2.612791666666667,44.138608125,31.878310416666668,14.320290208333333,264.46,39652.44,0.0,,production
2014-03-13,NO 15/9-F-15 D,24.0,199.8246759574468,106.48247191489362,2.463292083333333,44.19041468085106,33.03904425531915,14.730051063829787,254.96,38322.87,0.0,,production
2014-03-14,NO 15/9-F-15 D,24.0,199.61748541666665,106.48721729166667,2.541352708333333,44.24451333333333,31.418814375,14.767963125,257.13,38847.12,0.0,,production
2014-03-15,NO 15/9-F-15 D,24.0,200.014324375,106.47216416666667,2.5155589583333335,44.50849708333333,32.784824375,15.03690625,255.09,38166.96,0.0,,production
2014-03-16,NO 15/9-F-15 D,24.0,200.19795770833332,106.46487791666667,2.469262291666667,44.67354208333333,31.614848125,15.168594791666667,248.63,37564.56,0.0,,production
2014-03-17,NO 15/9-F-15 D,24.0,199.884129375,106.47448895833334,2.4490572916666666,44.558731458333334,32.88292583333333,14.867683958333334,248.22,37242.06,0.0,,production
2014-03-18,NO 15/9-F-15 D,24.0,199.8634825,106.47300645833333,2.445054375,44.541604166666666,32.89361375,14.84263875,244.88,37245.44,0.0,,production
2014-03-19,NO 15/9-F-15 D,24.0,199.71486625,106.476808125,2.3341177083333333,44.495286875,30.976759166666668,15.437442083333334,236.67,35432.55,0.0,,production
2014-03-20,NO 15/9-F-15 D,24.0,200.38791041666667,106.45374541666666,2.17059875,44.715148125,28.559844166666668,15.093764791666667,225.45,33988.57,0.0,,production
2014-03-21,NO 15/9-F-15 D,24.0,199.740060625,106.475424375,2.244599375,44.469005208333336,28.739989583333333,14.764760625,229.31,34755.53,0.0,,production
2014-03-22,NO 15/9-F-15 D,13.41667,200.22916105606683,106.36257252192236,2.1768454166666666,43.92965402298782,29.32765838383146,14.232281739380934,192.31,29438.93,0.0,,production
2014-03-23,NO 15/9-F-15 D,24.0,199.8850125,106.28170770833333,2.98058375,43.73336166666667,27.298313333333333,13.878730208333334,267.64,41713.61,0.0,,production
