date,well_name,hover_open,pressure_down,temperature_down,chock_size,pressure_top,temprature_top,chocke_pressure,oil,gas,water,water_i,FLOW_KIND
2008-05-16,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,7900.0,injection
2008-05-17,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,8000.0,injection
2008-05-18,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,8000.0,injection
2008-05-19,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,8000.0,injection
2008-05-20,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,8000.0,injection
2008-05-21,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,8000.0,injection
2008-05-22,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,7570.0,injection
2008-05-23,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,6858.0,injection
2008-05-24,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,6954.0,injection
2008-05-25,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,7710.0,injection
2008-05-26,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,7924.0,injection
2008-05-27,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,7780.0,injection
2008-05-28,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,7780.0,injection
2008-05-29,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,7892.2,injection
2008-05-30,NO 15/9-F-4 AH,20.19167,,,,,,0.0,,,,6459.5,injection
2008-05-31,NO 15/9-F-4 AH,0.0,,,,,,0.0,,,,,injection
2008-06-01,NO 15/9-F-4 AH,0.0,,,,,,0.0,,,,,injection
2008-06-02,NO 15/9-F-4 AH,16.0,,,,,,0.0,,,,5000.0,injection
2008-06-03,NO 15/9-F-4 AH,14.15,,,,,,0.0,,,,4280.0,injection
2008-06-04,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,7825.0,injection
2008-06-05,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,8000.0,injection
2008-06-06,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,8000.0,injection
2008-06-07,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,8000.0,injection
2008-06-08,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,8000.0,injection
2008-06-09,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,8000.0,injection
2008-06-10,NO 15/9-F-4 AH,19.0,,,,,,0.0,,,,6185.0,injection
2008-06-11,NO 15/9-F-4 AH,0.0,,,,,,0.0,,,,,injection
2008-06-12,NO 15/9-F-4 AH,6.5,,,,,,0.0,,,,2013.0,injection
2008-06-13,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,8250.0,injection
2008-06-14,NO 15/9-F-4 AH,19.5,,,,,,0.0,,,,6593.90243902439,injection
2008-06-15,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9000.0,injection
2008-06-16,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,8965.132476458333,injection
2008-06-17,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,8976.113189791668,injection
2008-06-18,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,8976.874175625,injection
2008-06-19,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,8989.0,injection
2008-06-20,NO 15/9-F-4 AH,21.16667,,,,,,0.0,,,,7477.0721063636365,injection
2008-06-21,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,8928.0,injection
2008-06-22,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,8981.0,injection
2008-06-23,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9014.0,injection
2008-06-24,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9009.0,injection
2008-06-25,NO 15/9-F-4 AH,21.66667,,,,,,0.0,,,,8432.732030666666,injection
2008-06-26,NO 15/9-F-4 AH,18.5,,,,,,0.0,,,,6216.0,injection
2008-06-27,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,8910.594299375,injection
2008-06-28,NO 15/9-F-4 AH,7.83333,,,,,,0.0,,,,2520.0,injection
2008-06-29,NO 15/9-F-4 AH,22.5,,,,,,0.0,,,,8250.113991875,injection
2008-06-30,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9011.119154791666,injection
2008-07-01,NO 15/9-F-4 AH,20.66666,,,,,,0.0,,,,7488.0,injection
2008-07-02,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9129.0,injection
2008-07-03,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,8523.4538425,injection
2008-07-04,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,8101.79893875,injection
2008-07-05,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9168.0,injection
2008-07-06,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,8830.0,injection
2008-07-07,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9259.0,injection
2008-07-08,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9259.3,injection
2008-07-09,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9250.0,injection
2008-07-10,NO 15/9-F-4 AH,9.75,,,,,,0.0,,,,3575.0,injection
2008-07-11,NO 15/9-F-4 AH,4.33333,,,,,,0.0,,,,1096.0,injection
2008-07-12,NO 15/9-F-4 AH,1.58334,,,,,,0.0,,,,295.0,injection
2008-07-13,NO 15/9-F-4 AH,0.0,,,,,,0.0,,,,0.0,injection
2008-07-14,NO 15/9-F-4 AH,0.0,,,,,,0.0,,,,0.0,injection
2008-07-15,NO 15/9-F-4 AH,9.975,,,,,,0.0,,,,2275.0,injection
2008-07-16,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9000.0,injection
2008-07-17,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9065.0,injection
2008-07-18,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9047.0,injection
2008-07-19,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9180.0,injection
2008-07-20,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9047.995757708333,injection
2008-07-21,NO 15/9-F-4 AH,24.0,,,,,,,,,,9155.0,injection
2008-07-22,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9135.391205833334,injection
2008-07-23,NO 15/9-F-4 AH,22.5,,,,,,0.0,,,,8498.0,injection
2008-07-24,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9203.95555125,injection
2008-07-25,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9176.599639791666,injection
2008-07-26,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9055.948426041667,injection
2008-07-27,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9254.862289375,injection
2008-07-28,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9274.249679583334,injection
2008-07-29,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9274.1074095,injection
2008-07-30,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9247.0,injection
2008-07-31,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9165.0,injection
2008-08-01,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9175.0,injection
2008-08-02,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9175.0,injection
2008-08-03,NO 15/9-F-4 AH,24.0,,,,,,0.0,,,,9222.0,injection
